observed_on,url,image_url,latitude,longitude,positional_accuracy,public_positional_accuracy,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
2023-05-10,https://www.inaturalist.org/observations/160937846,https://static.inaturalist.org/photos/278142482/medium.jpeg,41.34440363,-73.05301118,8,8,Sweet Pepperbush,Clethra alnifolia,Sweet Pepperbush,Plantae,52867
2023-05-06,https://www.inaturalist.org/observations/160937853,https://static.inaturalist.org/photos/278142468/medium.jpeg,37.6535,-119.8866611111,,,Coffee Fern,Pellaea andromedifolia,Coffee Fern,Plantae,57231
2023-05-09,https://www.inaturalist.org/observations/160937880,https://inaturalist-open-data.s3.amazonaws.com/photos/278142518/medium.jpeg,40.0344166667,-105.3052833333,,,wax currant,Ribes cereum,wax currant,Plantae,78854
2023-05-09,https://www.inaturalist.org/observations/160937914,https://inaturalist-open-data.s3.amazonaws.com/photos/278142660/medium.jpg,29.6355416667,-98.62983,600,600,Agarita,Berberis trifoliolata,Agarita,Plantae,273862
2023-05-10,https://www.inaturalist.org/observations/160937921,https://static.inaturalist.org/photos/278142727/medium.jpeg,44.6815185547,-93.1717834473,15,15,common dandelion,Taraxacum officinale,common dandelion,Plantae,47602
2023-05-10,https://www.inaturalist.org/observations/160937926,https://inaturalist-open-data.s3.amazonaws.com/photos/278142643/medium.jpeg,42.4297554155,-71.1139691994,24,24,Чесночница черешчатая,Alliaria petiolata,garlic mustard,Plantae,56061
2023-05-10,https://www.inaturalist.org/observations/160938043,https://static.inaturalist.org/photos/278142889/medium.jpeg,45.40852552,-72.14773111,8,8,Мать-и-мачеха,Tussilago farfara,colt's-foot,Plantae,56222
2023-05-09,https://www.inaturalist.org/observations/160938064,https://inaturalist-open-data.s3.amazonaws.com/photos/278142873/medium.jpg,40.0781445,-88.2072216667,3,3,Atlantic camas,Camassia scilloides,Atlantic camas,Plantae,67793
2023-05-10,https://www.inaturalist.org/observations/160938073,https://inaturalist-open-data.s3.amazonaws.com/photos/278142923/medium.jpg,42.0086739724,-88.3863676582,7,7,common blue violet,Viola sororia,common blue violet,Plantae,82816
2023-05-09,https://www.inaturalist.org/observations/160938076,https://inaturalist-open-data.s3.amazonaws.com/photos/278142901/medium.jpeg,42.3110472222,-118.7432194444,,,woollypod milkvetch,Astragalus purshii,woollypod milkvetch,Plantae,59613
2023-05-10,https://www.inaturalist.org/observations/160938145,https://inaturalist-open-data.s3.amazonaws.com/photos/278142964/medium.jpeg,41.6937176322,-87.8432947397,20,20,compass plant,Silphium laciniatum,compass plant,Plantae,121976
2023-05-10,https://www.inaturalist.org/observations/160938157,https://inaturalist-open-data.s3.amazonaws.com/photos/278143007/medium.jpg,41.2685466728,-88.16665,20,20,Canadian lousewort,Pedicularis canadensis,Canadian lousewort,Plantae,51227
2023-05-10,https://www.inaturalist.org/observations/160938216,https://inaturalist-open-data.s3.amazonaws.com/photos/278143116/medium.jpg,42.2335616667,-123.6592116667,10,10,western azalea,Rhododendron occidentale,western azalea,Plantae,60527
2023-05-10,https://www.inaturalist.org/observations/160938246,https://inaturalist-open-data.s3.amazonaws.com/photos/278143165/medium.jpg,42.530395,-72.524195,10,10,Kriechender Günsel,Ajuga reptans,carpet bugle,Plantae,56099
2023-05-10,https://www.inaturalist.org/observations/160938307,https://inaturalist-open-data.s3.amazonaws.com/photos/278143272/medium.jpg,47.6035133333,-117.6273416667,22,22,golden currant,Ribes aureum,golden currant,Plantae,55544
2023-05-10,https://www.inaturalist.org/observations/160938382,https://static.inaturalist.org/photos/278143777/medium.jpg,39.0008026315,-84.7261963785,20,20,woodland stonecrop,Sedum ternatum,woodland stonecrop,Plantae,127597
2023-05-10,https://www.inaturalist.org/observations/160938388,https://inaturalist-open-data.s3.amazonaws.com/photos/278143388/medium.jpeg,37.90244546,-84.35988067,6,6,lyreleaf sage,Salvia lyrata,lyreleaf sage,Plantae,64093
2023-05-10,https://www.inaturalist.org/observations/160938397,https://static.inaturalist.org/photos/278144011/medium.jpeg,31.7983703613,-110.7913818359,4,4,Trailing Windmills,Allionia incarnata,Trailing Windmills,Plantae,75334
2023-05-03,https://www.inaturalist.org/observations/160938417,https://inaturalist-open-data.s3.amazonaws.com/photos/278143458/medium.jpg,18.3193716667,-66.5551616667,4,4,Adiantum melanoleucum,Adiantum melanoleucum,Fragrant maidenhair fern,Plantae,158022
2023-05-09,https://www.inaturalist.org/observations/160938473,https://inaturalist-open-data.s3.amazonaws.com/photos/278143637/medium.jpg,29.63712,-98.631295,26,26,Red Buckeye,Aesculus pavia,Red Buckeye,Plantae,81708
2023-05-10,https://www.inaturalist.org/observations/160938532,https://inaturalist-open-data.s3.amazonaws.com/photos/278143675/medium.jpeg,30.13953263,-95.49264712,4,4,American black elderberry,Sambucus canadensis,American black elderberry,Plantae,84300
2023-05-09,https://www.inaturalist.org/observations/160938535,https://inaturalist-open-data.s3.amazonaws.com/photos/278144655/medium.jpeg,32.3802185059,-110.6965255737,4,4,Redstem Stork's-bill,Erodium cicutarium,Redstem Stork's-bill,Plantae,47687
2023-05-10,https://www.inaturalist.org/observations/160938552,https://inaturalist-open-data.s3.amazonaws.com/photos/278143468/medium.jpeg,47.3296683333,-91.2073616667,,,field horsetail,Equisetum arvense,field horsetail,Plantae,52724
2023-05-10,https://www.inaturalist.org/observations/160938554,https://inaturalist-open-data.s3.amazonaws.com/photos/278143445/medium.jpeg,47.3263652253,-91.2073118797,15,15,Western Sweet Coltsfoot,Petasites frigidus palmatus,Western Sweet Coltsfoot,Plantae,55778
2023-05-10,https://www.inaturalist.org/observations/160938566,https://inaturalist-open-data.s3.amazonaws.com/photos/278143761/medium.jpg,42.915955,-72.2428716667,4,4,common bracken,Pteridium aquilinum,common bracken,Plantae,52681
2023-05-05,https://www.inaturalist.org/observations/160938568,https://static.inaturalist.org/photos/278143749/medium.jpg,41.2111283333,-85.0455028333,79,79,common pawpaw,Asimina triloba,common pawpaw,Plantae,50897
2023-05-10,https://www.inaturalist.org/observations/160938574,https://inaturalist-open-data.s3.amazonaws.com/photos/278143965/medium.jpg,29.6792533333,-82.0085916667,1562,1562,American persimmon,Diospyros virginiana,American persimmon,Plantae,83435
2023-05-09,https://www.inaturalist.org/observations/160938581,https://inaturalist-open-data.s3.amazonaws.com/photos/278143796/medium.jpg,29.6367166667,-98.6307,7,7,Carolina snailseed,Cocculus carolinus,Carolina snailseed,Plantae,119957
2023-05-10,https://www.inaturalist.org/observations/160938583,https://inaturalist-open-data.s3.amazonaws.com/photos/278144868/medium.jpeg,31.7994842529,-110.7950515747,5005,5005,Trailing Windmills,Allionia incarnata,Trailing Windmills,Plantae,75334
2023-05-10,https://www.inaturalist.org/observations/160938584,https://inaturalist-open-data.s3.amazonaws.com/photos/278143782/medium.jpeg,38.98962627,-114.23890532,4,4,Collinsia parviflora,Collinsia parviflora,small-flowered blue-eyed mary,Plantae,59013
2023-05-09,https://www.inaturalist.org/observations/160938617,https://inaturalist-open-data.s3.amazonaws.com/photos/278143928/medium.jpg,29.6368666667,-98.6299583333,75,75,Virginia creeper,Parthenocissus quinquefolia,Virginia creeper,Plantae,50278
2023-05-10,https://www.inaturalist.org/observations/160938640,https://inaturalist-open-data.s3.amazonaws.com/photos/278143032/medium.jpg,37.9115081343,-78.7639253347,59,59,Jack-in-the-Pulpit,Arisaema triphyllum,Jack-in-the-Pulpit,Plantae,50310
2023-05-10,https://www.inaturalist.org/observations/160938645,https://inaturalist-open-data.s3.amazonaws.com/photos/278143885/medium.jpg,38.3879378815,-75.6251910213,51,51,mock strawberry,Potentilla indica,mock strawberry,Plantae,243824
2023-05-05,https://www.inaturalist.org/observations/160938672,https://static.inaturalist.org/photos/278143970/medium.jpg,41.21118,-85.04535,110,110,cream violet,Viola striata,cream violet,Plantae,126799
2023-05-07,https://www.inaturalist.org/observations/160938680,https://static.inaturalist.org/photos/278143958/medium.jpeg,32.8241861111,-117.0729916667,,,fennel,Foeniculum vulgare,fennel,Plantae,53052
2023-05-10,https://www.inaturalist.org/observations/160938682,https://static.inaturalist.org/photos/278143948/medium.jpg,38.4601978985,-90.8199030324,4,4,putty root,Aplectrum hyemale,putty root,Plantae,123188
2023-05-10,https://www.inaturalist.org/observations/160938725,https://inaturalist-open-data.s3.amazonaws.com/photos/278143984/medium.jpeg,37.90246225,-84.35993823,6,6,cross vine,Bignonia capreolata,cross vine,Plantae,67823
2023-05-10,https://www.inaturalist.org/observations/160938741,https://inaturalist-open-data.s3.amazonaws.com/photos/278144013/medium.jpeg,36.3626708984,-89.4332809448,39,39,Ирис буро-жёлтый,Iris fulva,Copper Iris,Plantae,127558
2023-05-10,https://www.inaturalist.org/observations/160938743,https://static.inaturalist.org/photos/278144006/medium.jpg,38.7802455476,-121.1258000612,5005,5005,heart-leaf milkweed,Asclepias cordifolia,heart-leaf milkweed,Plantae,62248
2023-05-10,https://www.inaturalist.org/observations/160938822,https://inaturalist-open-data.s3.amazonaws.com/photos/278144078/medium.jpg,41.2683216728,-88.167205,20,20,golden Alexanders,Zizia aurea,golden Alexanders,Plantae,83154
2023-05-10,https://www.inaturalist.org/observations/160938838,https://inaturalist-open-data.s3.amazonaws.com/photos/278144105/medium.jpeg,34.76906984,-112.01063713,8,8,Dorr's Sage,Salvia dorrii,Dorr's Sage,Plantae,78967
2023-05-06,https://www.inaturalist.org/observations/160938871,https://static.inaturalist.org/photos/278144314/medium.jpg,40.9923633333,-85.3314216667,4,4,common pawpaw,Asimina triloba,common pawpaw,Plantae,50897
2023-05-10,https://www.inaturalist.org/observations/160938876,https://inaturalist-open-data.s3.amazonaws.com/photos/278150745/medium.jpeg,41.4994773865,-90.5551834106,1500,1500,mayapple,Podophyllum peltatum,mayapple,Plantae,49288
2023-05-10,https://www.inaturalist.org/observations/160938889,https://inaturalist-open-data.s3.amazonaws.com/photos/278144198/medium.jpg,43.8211777798,-91.2245809223,110,110,eastern white pine,Pinus strobus,eastern white pine,Plantae,52391
2023-05-10,https://www.inaturalist.org/observations/160938907,https://inaturalist-open-data.s3.amazonaws.com/photos/278144474/medium.jpeg,30.13948281,-95.49264947,5,5,American pokeweed,Phytolacca americana,American pokeweed,Plantae,48599
2023-05-10,https://www.inaturalist.org/observations/160938925,https://inaturalist-open-data.s3.amazonaws.com/photos/278144293/medium.jpeg,30.2419433594,-97.7920684814,932,932,American water-willow,Justicia americana,American water-willow,Plantae,51234
2023-05-10,https://www.inaturalist.org/observations/160938950,https://inaturalist-open-data.s3.amazonaws.com/photos/278144678/medium.jpeg,41.6937734612,-87.8429135308,71,71,compass plant,Silphium laciniatum,compass plant,Plantae,121976
2023-05-06,https://www.inaturalist.org/observations/160938969,https://static.inaturalist.org/photos/278144366/medium.jpg,40.9923533333,-85.33148,133,133,common pawpaw,Asimina triloba,common pawpaw,Plantae,50897
2023-05-10,https://www.inaturalist.org/observations/160939003,https://inaturalist-open-data.s3.amazonaws.com/photos/278144433/medium.jpeg,34.12885458,-116.03819583,3,3,California Barrel Cactus,Ferocactus cylindraceus,California Barrel Cactus,Plantae,54453
2023-05-10,https://www.inaturalist.org/observations/160939010,https://inaturalist-open-data.s3.amazonaws.com/photos/278144434/medium.jpg,42.9150283333,-72.2419133333,98,98,partridgeberry,Mitchella repens,partridgeberry,Plantae,83799
2023-05-09,https://www.inaturalist.org/observations/160939089,https://static.inaturalist.org/photos/278144499/medium.jpeg,34.0289555556,-116.138125,,,Whitemargin Sandmat,Euphorbia albomarginata,Whitemargin Sandmat,Plantae,148406
2023-05-10,https://www.inaturalist.org/observations/160939123,https://inaturalist-open-data.s3.amazonaws.com/photos/278144697/medium.jpg,29.67892,-82.0086888833,3,3,American persimmon,Diospyros virginiana,American persimmon,Plantae,83435
2023-05-10,https://www.inaturalist.org/observations/160939155,https://inaturalist-open-data.s3.amazonaws.com/photos/278144622/medium.jpg,47.0473945,-123.1352221667,3,3,Pacific Bleeding Heart,Dicentra formosa,Pacific Bleeding Heart,Plantae,51048
2023-05-10,https://www.inaturalist.org/observations/160939196,https://inaturalist-open-data.s3.amazonaws.com/photos/278144800/medium.jpg,40.1520959555,-105.0358474821,4,4,Plains Pricklypear,Opuntia polyacantha,Plains Pricklypear,Plantae,78269
2023-05-09,https://www.inaturalist.org/observations/160939202,https://inaturalist-open-data.s3.amazonaws.com/photos/278144778/medium.jpg,29.6369366667,-98.6292583333,72,72,Texas Persimmon,Diospyros texana,Texas Persimmon,Plantae,120505
2023-05-10,https://www.inaturalist.org/observations/160939252,https://inaturalist-open-data.s3.amazonaws.com/photos/278148834/medium.jpg,33.1912971614,-87.4734520634,4,4,resurrection fern,Pleopeltis michauxiana,resurrection fern,Plantae,698726
2023-05-10,https://www.inaturalist.org/observations/160939297,https://inaturalist-open-data.s3.amazonaws.com/photos/278144596/medium.jpg,32.547651984,-96.6271261358,61,61,Prairie Larkspur,Delphinium carolinianum virescens,Prairie Larkspur,Plantae,235570
2023-05-10,https://www.inaturalist.org/observations/160939301,https://inaturalist-open-data.s3.amazonaws.com/photos/278144957/medium.jpg,42.9152033333,-72.242155,26,26,dwarf ginseng,Panax trifolius,dwarf ginseng,Plantae,123049
2023-05-10,https://www.inaturalist.org/observations/160939334,https://inaturalist-open-data.s3.amazonaws.com/photos/278145136/medium.jpeg,37.9487696641,-81.2065386772,207,207,Jack-in-the-Pulpit,Arisaema triphyllum,Jack-in-the-Pulpit,Plantae,50310
2023-05-09,https://www.inaturalist.org/observations/160939348,https://inaturalist-open-data.s3.amazonaws.com/photos/278145063/medium.jpg,29.639395,-98.6285466667,18,18,Pennsylvania pellitory,Parietaria pensylvanica,Pennsylvania pellitory,Plantae,78348
2023-05-07,https://www.inaturalist.org/observations/160939379,https://inaturalist-open-data.s3.amazonaws.com/photos/278145098/medium.jpg,36.60308,-121.873795,4,4,Red Sea Grapes,Botryocladia pseudodichotoma,Red Sea Grapes,Plantae,327042
2023-05-10,https://www.inaturalist.org/observations/160939399,https://inaturalist-open-data.s3.amazonaws.com/photos/278145155/medium.jpeg,41.6940771401,-87.8428900614,87,87,prairie dock,Silphium terebinthinaceum,prairie dock,Plantae,121951
2023-05-10,https://www.inaturalist.org/observations/160939402,https://inaturalist-open-data.s3.amazonaws.com/photos/278145237/medium.jpeg,44.93391625,-93.30527738,13,13,marsh marigold,Caltha palustris,marsh marigold,Plantae,56224
2023-05-03,https://www.inaturalist.org/observations/160939464,https://inaturalist-open-data.s3.amazonaws.com/photos/278145287/medium.jpg,18.3196,-66.555405,4,4,Silver Thatch Palm,Coccothrinax alta,Silver Thatch Palm,Plantae,361092
2023-05-06,https://www.inaturalist.org/observations/160939533,https://inaturalist-open-data.s3.amazonaws.com/photos/278145377/medium.jpg,44.3254866667,-123.4908216667,3,3,slough sedge,Carex obnupta,slough sedge,Plantae,61000
2023-05-09,https://www.inaturalist.org/observations/160939667,https://inaturalist-open-data.s3.amazonaws.com/photos/278145694/medium.jpg,29.63972,-98.6283416667,18,18,Gum bumelia,Sideroxylon lanuginosum,Gum bumelia,Plantae,128748
2023-05-10,https://www.inaturalist.org/observations/160939670,https://static.inaturalist.org/photos/278145767/medium.jpg,41.2480783333,-85.141175,2430,2430,Стилофорум двулистный,Stylophorum diphyllum,Celandine Poppy,Plantae,126378
2023-05-09,https://www.inaturalist.org/observations/160939671,https://inaturalist-open-data.s3.amazonaws.com/photos/278145688/medium.jpeg,37.8744278,-122.219575,,,Purple Chinese Houses,Collinsia heterophylla,Purple Chinese Houses,Plantae,47325
2023-05-10,https://www.inaturalist.org/observations/160939705,https://inaturalist-open-data.s3.amazonaws.com/photos/278145782/medium.jpeg,32.802532196,-80.0033187866,21,21,purple passionflower,Passiflora incarnata,purple passionflower,Plantae,51453
2023-05-10,https://www.inaturalist.org/observations/160939731,https://inaturalist-open-data.s3.amazonaws.com/photos/278146118/medium.jpg,33.7226833333,-117.7592,5,5,Pinkladies,Oenothera speciosa,Pinkladies,Plantae,48625
2023-05-10,https://www.inaturalist.org/observations/160939762,https://inaturalist-open-data.s3.amazonaws.com/photos/278145926/medium.jpg,42.1498545636,-87.7858824341,200,200,wild geranium,Geranium maculatum,wild geranium,Plantae,47699
2023-05-09,https://www.inaturalist.org/observations/160939773,https://inaturalist-open-data.s3.amazonaws.com/photos/278145889/medium.jpeg,37.8697833,-122.2150639,,,Chia,Salvia columbariae,Chia,Plantae,53200
2023-05-09,https://www.inaturalist.org/observations/160939885,https://inaturalist-open-data.s3.amazonaws.com/photos/278146017/medium.jpeg,37.874975,-122.2201444,,,western columbine,Aquilegia formosa,western columbine,Plantae,48244
2023-05-10,https://www.inaturalist.org/observations/160939907,https://inaturalist-open-data.s3.amazonaws.com/photos/278146074/medium.jpg,37.8000925365,-122.4534753744,7,7,ribwort plantain,Plantago lanceolata,ribwort plantain,Plantae,53178
2023-05-10,https://www.inaturalist.org/observations/160939927,https://static.inaturalist.org/photos/278146127/medium.jpg,42.149776239,-87.785762027,6,6,wild geranium,Geranium maculatum,wild geranium,Plantae,47699
2023-05-10,https://www.inaturalist.org/observations/160939948,https://inaturalist-open-data.s3.amazonaws.com/photos/278146184/medium.jpeg,42.227145,-71.0970583333,2,2,Christmas fern,Polystichum acrostichoides,Christmas fern,Plantae,54412
2023-05-10,https://www.inaturalist.org/observations/160939986,https://inaturalist-open-data.s3.amazonaws.com/photos/278146266/medium.jpg,40.1518382559,-105.036039844,4,4,Great Plains yucca,Yucca glauca,Great Plains yucca,Plantae,60541
2023-05-06,https://www.inaturalist.org/observations/160940024,https://inaturalist-open-data.s3.amazonaws.com/photos/278146297/medium.jpg,44.91465,-123.0798195,4,4,Changing Forget-me-not,Myosotis discolor,Changing Forget-me-not,Plantae,70265
2023-05-10,https://www.inaturalist.org/observations/160940050,https://inaturalist-open-data.s3.amazonaws.com/photos/278147134/medium.jpg,31.675065,-110.9326566667,,,Littleleaf Rhatany,Krameria erecta,Littleleaf Rhatany,Plantae,58455
2023-05-10,https://www.inaturalist.org/observations/160940108,https://inaturalist-open-data.s3.amazonaws.com/photos/278148169/medium.jpeg,37.7705576,-122.4771742,116,116,white ramping-fumitory,Fumaria capreolata,white ramping-fumitory,Plantae,57852
2023-05-10,https://www.inaturalist.org/observations/160940112,https://static.inaturalist.org/photos/278146499/medium.jpg,42.1480849462,-87.7843999799,730,730,mayapple,Podophyllum peltatum,mayapple,Plantae,49288
2023-05-10,https://www.inaturalist.org/observations/160940216,https://inaturalist-open-data.s3.amazonaws.com/photos/278146699/medium.jpeg,42.0804201,-87.85523657,8,8,Jack-in-the-Pulpit,Arisaema triphyllum,Jack-in-the-Pulpit,Plantae,50310
2023-05-10,https://www.inaturalist.org/observations/160940218,https://static.inaturalist.org/photos/278149814/medium.jpg,39.5007018632,-105.0886795544,927,927,Golden bean,Thermopsis rhombifolia,Golden bean,Plantae,169720
2023-05-10,https://www.inaturalist.org/observations/160940220,https://inaturalist-open-data.s3.amazonaws.com/photos/278146709/medium.jpeg,36.8097179526,-121.7559388652,5,5,western blue-eyed grass,Sisyrinchium bellum,western blue-eyed grass,Plantae,49918
2023-05-10,https://www.inaturalist.org/observations/160940260,https://inaturalist-open-data.s3.amazonaws.com/photos/278146767/medium.jpg,41.8959706278,-70.5599692264,35,35,Canada mayflower,Maianthemum canadense,Canada mayflower,Plantae,67748
2023-05-10,https://www.inaturalist.org/observations/160940284,https://static.inaturalist.org/photos/278146881/medium.jpg,42.149818999,-87.7856088751,7,7,Canadian wild ginger,Asarum canadense,Canadian wild ginger,Plantae,56325
2023-05-10,https://www.inaturalist.org/observations/160940285,https://static.inaturalist.org/photos/278146879/medium.jpg,29.6568793455,-98.8362655421,23,23,Lindheimer's silktassel,Garrya lindheimeri,Lindheimer's silktassel,Plantae,943258
2023-05-10,https://www.inaturalist.org/observations/160940289,https://inaturalist-open-data.s3.amazonaws.com/photos/278146850/medium.jpeg,35.38322719,-83.09440142,9,9,wood anemone,Anemonoides quinquefolia,wood anemone,Plantae,950598
2023-05-10,https://www.inaturalist.org/observations/160940309,https://inaturalist-open-data.s3.amazonaws.com/photos/278147224/medium.jpg,21.2438949477,-86.7377575022,4,4,Uvero,Coccoloba uvifera,sea grape,Plantae,127284
2023-05-10,https://www.inaturalist.org/observations/160940310,https://inaturalist-open-data.s3.amazonaws.com/photos/278146907/medium.jpg,35.8301930532,-108.6896356502,4,4,Winged Sandpuffs,Tripterocalyx carneus,Winged Sandpuffs,Plantae,278269
2023-05-10,https://www.inaturalist.org/observations/160940318,https://static.inaturalist.org/photos/278146877/medium.jpg,40.9970190197,-73.8726313136,4,4,winged euonymus,Euonymus alatus,winged euonymus,Plantae,117433
2023-05-10,https://www.inaturalist.org/observations/160940413,https://inaturalist-open-data.s3.amazonaws.com/photos/278147061/medium.jpg,37.799629809,-122.4535823689,7,7,western blue-eyed grass,Sisyrinchium bellum,western blue-eyed grass,Plantae,49918
2023-05-10,https://www.inaturalist.org/observations/160940464,https://inaturalist-open-data.s3.amazonaws.com/photos/278147145/medium.jpeg,42.08042502,-87.85523982,9,9,Jack-in-the-Pulpit,Arisaema triphyllum,Jack-in-the-Pulpit,Plantae,50310
2023-05-10,https://www.inaturalist.org/observations/160940573,https://inaturalist-open-data.s3.amazonaws.com/photos/278147250/medium.jpg,39.5108642683,-77.4994475248,4,4,Pinxter Flower,Rhododendron periclymenoides,Pinxter Flower,Plantae,49822
2023-05-10,https://www.inaturalist.org/observations/160940595,https://inaturalist-open-data.s3.amazonaws.com/photos/278147405/medium.jpeg,39.6050491111,-76.6399612222,,,star chickweed,Stellaria pubera,star chickweed,Plantae,126702
2023-05-09,https://www.inaturalist.org/observations/160940649,https://inaturalist-open-data.s3.amazonaws.com/photos/278147619/medium.jpg,30.1106278333,-97.3119716667,1,1,Lanceleaf blanketflower,Gaillardia aestivalis,Lanceleaf blanketflower,Plantae,133437
2023-05-10,https://www.inaturalist.org/observations/160940670,https://inaturalist-open-data.s3.amazonaws.com/photos/278147498/medium.jpg,44.6265216667,-63.6293666667,4,4,sheep laurel,Kalmia angustifolia,sheep laurel,Plantae,53041
2023-05-10,https://www.inaturalist.org/observations/160940672,https://inaturalist-open-data.s3.amazonaws.com/photos/278178325/medium.jpeg,30.2430114746,-97.7903518677,5383,5383,Lindheimer's Senna,Senna lindheimeriana,Lindheimer's Senna,Plantae,168843
2023-05-10,https://www.inaturalist.org/observations/160940689,https://inaturalist-open-data.s3.amazonaws.com/photos/278147491/medium.jpeg,35.8853141,-106.2921807,,,blue clematis,Clematis columbiana,blue clematis,Plantae,126748
2023-05-10,https://www.inaturalist.org/observations/160940717,https://inaturalist-open-data.s3.amazonaws.com/photos/278147585/medium.jpeg,42.4193115234,-83.4993515015,8,8,henbit deadnettle,Lamium amplexicaule,henbit deadnettle,Plantae,55459
2023-05-10,https://www.inaturalist.org/observations/160940734,https://static.inaturalist.org/photos/278147639/medium.jpeg,45.50331874,-73.5854229704,8,8,Сангвинария канадская,Sanguinaria canadensis,bloodroot,Plantae,51044
2023-05-10,https://www.inaturalist.org/observations/160940750,https://inaturalist-open-data.s3.amazonaws.com/photos/278147659/medium.jpeg,47.61713831,-122.35595639,3,3,western sword fern,Polystichum munitum,western sword fern,Plantae,47751
2023-05-10,https://www.inaturalist.org/observations/160940779,https://inaturalist-open-data.s3.amazonaws.com/photos/278147682/medium.jpg,44.6265716667,-63.629425,4,4,Eastern Teaberry,Gaultheria procumbens,Eastern Teaberry,Plantae,62376
2023-05-10,https://www.inaturalist.org/observations/160940790,https://inaturalist-open-data.s3.amazonaws.com/photos/278147849/medium.jpeg,36.8096468,-121.7559436,9,9,western blue-eyed grass,Sisyrinchium bellum,western blue-eyed grass,Plantae,49918
2023-05-10,https://www.inaturalist.org/observations/160940821,https://inaturalist-open-data.s3.amazonaws.com/photos/278147801/medium.jpeg,47.61713933,-122.35596409,4,4,Vine Maple,Acer circinatum,Vine Maple,Plantae,48258
2023-05-09,https://www.inaturalist.org/observations/160940851,https://inaturalist-open-data.s3.amazonaws.com/photos/278147856/medium.jpg,44.0006027783,-122.9749216667,5,5,Tolmie's  pussy ears,Calochortus tolmiei,Tolmie's  pussy ears,Plantae,50840
2023-05-10,https://www.inaturalist.org/observations/160940857,https://static.inaturalist.org/photos/278147905/medium.jpeg,41.8321892193,-71.2799952552,292,292,autumn olive,Elaeagnus umbellata,autumn olive,Plantae,64697
2023-05-10,https://www.inaturalist.org/observations/160940928,https://static.inaturalist.org/photos/278148065/medium.jpg,41.2491383333,-85.141525,11,11,Jack-in-the-Pulpit,Arisaema triphyllum,Jack-in-the-Pulpit,Plantae,50310
2023-05-10,https://www.inaturalist.org/observations/160940929,https://inaturalist-open-data.s3.amazonaws.com/photos/278148046/medium.jpeg,38.9937438965,-76.678276062,40,40,cinnamon fern,Osmundastrum cinnamomeum,cinnamon fern,Plantae,204165
2023-05-10,https://www.inaturalist.org/observations/160940999,https://inaturalist-open-data.s3.amazonaws.com/photos/278179702/medium.jpg,39.1974925353,-84.4275924768,4,4,lesser celandine,Ficaria verna,lesser celandine,Plantae,204321
2023-05-10,https://www.inaturalist.org/observations/160941008,https://static.inaturalist.org/photos/278148342/medium.jpg,41.2494,-85.1415861667,14,14,mayapple,Podophyllum peltatum,mayapple,Plantae,49288
2023-05-10,https://www.inaturalist.org/observations/160941032,https://inaturalist-open-data.s3.amazonaws.com/photos/278148423/medium.jpeg,44.3849907334,-93.1909804831,15,15,Canadian wild ginger,Asarum canadense,Canadian wild ginger,Plantae,56325
2023-05-10,https://www.inaturalist.org/observations/160941074,https://static.inaturalist.org/photos/278148439/medium.jpeg,45.4799633333,-79.4622383333,9,9,Garden Tulip,Tulipa gesneriana,Garden Tulip,Plantae,129054
2023-05-10,https://www.inaturalist.org/observations/160941095,https://inaturalist-open-data.s3.amazonaws.com/photos/278148446/medium.jpg,35.9302372146,-79.2510541215,35,35,black cherry,Prunus serotina,black cherry,Plantae,54834
2023-05-10,https://www.inaturalist.org/observations/160941099,https://static.inaturalist.org/photos/278148394/medium.jpg,40.9970777267,-73.8726474068,4,4,mayapple,Podophyllum peltatum,mayapple,Plantae,49288
2023-05-10,https://www.inaturalist.org/observations/160941133,https://static.inaturalist.org/photos/278148536/medium.jpg,41.2495533333,-85.1414555,90,90,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402
2023-05-10,https://www.inaturalist.org/observations/160941149,https://inaturalist-open-data.s3.amazonaws.com/photos/278148565/medium.jpg,46.36192,-94.22593,4,4,Prairie Buttercup,Ranunculus rhomboideus,Prairie Buttercup,Plantae,167753
2023-05-10,https://www.inaturalist.org/observations/160941159,https://inaturalist-open-data.s3.amazonaws.com/photos/278148632/medium.jpeg,44.3853799349,-93.1905252864,15,15,Сангвинария канадская,Sanguinaria canadensis,bloodroot,Plantae,51044
2023-05-10,https://www.inaturalist.org/observations/160941185,https://inaturalist-open-data.s3.amazonaws.com/photos/278148604/medium.jpeg,35.8850564997,-106.2910071,,,Alderleaf Mountain Mahogany,Cercocarpus montanus,Alderleaf Mountain Mahogany,Plantae,52378
2023-05-09,https://www.inaturalist.org/observations/160941207,https://inaturalist-open-data.s3.amazonaws.com/photos/278148724/medium.jpeg,49.05791524,-122.75711706,10,10,Wall Lettuce,Mycelis muralis,Wall Lettuce,Plantae,48543
2023-05-10,https://www.inaturalist.org/observations/160941302,https://inaturalist-open-data.s3.amazonaws.com/photos/278148862/medium.jpeg,29.682723999,-98.3506393433,7225,7225,upright prairie coneflower,Ratibida columnifera,upright prairie coneflower,Plantae,78836
2023-05-10,https://www.inaturalist.org/observations/160941345,https://inaturalist-open-data.s3.amazonaws.com/photos/278148875/medium.jpeg,36.973548,-122.000949,,,Plantain lancéolé,Plantago lanceolata,ribwort plantain,Plantae,53178
